class;wellLocation;filename;imageID;plateID;field;channel;filenameJPEG
SAMPLE;B03;Week1_22123_B03_s3_w249EE4202-8755-41DD-A4EA-40BA80C0E39C.tif;20;22123;s3;w2;temp/Week1_22123_B03_s3_w249EE4202-8755-41DD-A4EA-40BA80C0E39C.jpeg
SAMPLE;B03;Week1_22123_B03_s3_w47D57FC50-6AF2-4154-B29B-EC21ADF4D9C1.tif;21;22123;s3;w4;temp/Week1_22123_B03_s3_w47D57FC50-6AF2-4154-B29B-EC21ADF4D9C1.jpeg
SAMPLE;B03;Week1_22123_B03_s4_w155514C59-0387-48AC-B2C1-0FCDC248B021.tif;22;22123;s4;w1;temp/Week1_22123_B03_s4_w155514C59-0387-48AC-B2C1-0FCDC248B021.jpeg
SAMPLE;B03;Week1_22123_B03_s4_w2920745D3-B57F-485E-BAD1-0F414F0992FF.tif;23;22123;s4;w2;temp/Week1_22123_B03_s4_w2920745D3-B57F-485E-BAD1-0F414F0992FF.jpeg
SAMPLE;B03;Week1_22123_B03_s4_w4CE39220B-B0AC-49B5-94F8-C3545525E26C.tif;24;22123;s4;w4;temp/Week1_22123_B03_s4_w4CE39220B-B0AC-49B5-94F8-C3545525E26C.jpeg
SAMPLE;B04;Week1_22123_B04_s1_w11323931B-BDA7-4F42-870E-7174BFBF3643.tif;25;22123;s1;w1;temp/Week1_22123_B04_s1_w11323931B-BDA7-4F42-870E-7174BFBF3643.jpeg
SAMPLE;B04;Week1_22123_B04_s1_w2F8F7EA7A-EC57-49CA-A556-22AE0E990BF1.tif;26;22123;s1;w2;temp/Week1_22123_B04_s1_w2F8F7EA7A-EC57-49CA-A556-22AE0E990BF1.jpeg
SAMPLE;B04;Week1_22123_B04_s1_w494DCA5C4-3531-497D-A8B0-D53AA25DB02B.tif;27;22123;s1;w4;temp/Week1_22123_B04_s1_w494DCA5C4-3531-497D-A8B0-D53AA25DB02B.jpeg
SAMPLE;B04;Week1_22123_B04_s2_w1F649C703-6FA8-406F-8575-CBEAC160B4BD.tif;28;22123;s2;w1;temp/Week1_22123_B04_s2_w1F649C703-6FA8-406F-8575-CBEAC160B4BD.jpeg
SAMPLE;B04;Week1_22123_B04_s2_w2802CC81E-56F9-41C5-A6C2-E5A0F233ED3B.tif;29;22123;s2;w2;temp/Week1_22123_B04_s2_w2802CC81E-56F9-41C5-A6C2-E5A0F233ED3B.jpeg
SAMPLE;B04;Week1_22123_B04_s2_w4342F300D-60F8-4256-A637-F1367E14BE5E.tif;30;22123;s2;w4;temp/Week1_22123_B04_s2_w4342F300D-60F8-4256-A637-F1367E14BE5E.jpeg
SAMPLE;B04;Week1_22123_B04_s3_w135D66B4C-0548-4AB8-A57B-9CC39666813B.tif;31;22123;s3;w1;temp/Week1_22123_B04_s3_w135D66B4C-0548-4AB8-A57B-9CC39666813B.jpeg
SAMPLE;B04;Week1_22123_B04_s3_w2D81AEFB9-9DD4-4B59-9177-2093F0815C94.tif;32;22123;s3;w2;temp/Week1_22123_B04_s3_w2D81AEFB9-9DD4-4B59-9177-2093F0815C94.jpeg
SAMPLE;B04;Week1_22123_B04_s3_w408BE006A-BF34-457E-81A9-FAB019FE8996.tif;33;22123;s3;w4;temp/Week1_22123_B04_s3_w408BE006A-BF34-457E-81A9-FAB019FE8996.jpeg
SAMPLE;B04;Week1_22123_B04_s4_w1EB720AD1-83BA-48A7-8C47-73A4F7EC5F1A.tif;34;22123;s4;w1;temp/Week1_22123_B04_s4_w1EB720AD1-83BA-48A7-8C47-73A4F7EC5F1A.jpeg
SAMPLE;B04;Week1_22123_B04_s4_w261B79A05-7534-46F3-8C80-D67A89A3A125.tif;35;22123;s4;w2;temp/Week1_22123_B04_s4_w261B79A05-7534-46F3-8C80-D67A89A3A125.jpeg
SAMPLE;B04;Week1_22123_B04_s4_w49FF7E7B1-F049-4994-BCA2-ABE5D4A3C761.tif;36;22123;s4;w4;temp/Week1_22123_B04_s4_w49FF7E7B1-F049-4994-BCA2-ABE5D4A3C761.jpeg
SAMPLE;B05;Week1_22123_B05_s1_w140A399EE-D913-46D2-A665-4ECCDE7630BE.tif;37;22123;s1;w1;temp/Week1_22123_B05_s1_w140A399EE-D913-46D2-A665-4ECCDE7630BE.jpeg
SAMPLE;B05;Week1_22123_B05_s1_w290BFD553-CE5E-446E-BFDF-404C8D4C6433.tif;38;22123;s1;w2;temp/Week1_22123_B05_s1_w290BFD553-CE5E-446E-BFDF-404C8D4C6433.jpeg
SAMPLE;B05;Week1_22123_B05_s1_w465694D65-A55B-4D05-B8FD-B16BD6556F0C.tif;39;22123;s1;w4;temp/Week1_22123_B05_s1_w465694D65-A55B-4D05-B8FD-B16BD6556F0C.jpeg
SAMPLE;B05;Week1_22123_B05_s2_w1ED72F1FB-DE5B-4299-99D1-797C330BA1EA.tif;40;22123;s2;w1;temp/Week1_22123_B05_s2_w1ED72F1FB-DE5B-4299-99D1-797C330BA1EA.jpeg
SAMPLE;B05;Week1_22123_B05_s2_w21BBD1354-19E6-463E-BC8F-1BB2EC4EE2B2.tif;41;22123;s2;w2;temp/Week1_22123_B05_s2_w21BBD1354-19E6-463E-BC8F-1BB2EC4EE2B2.jpeg
SAMPLE;B05;Week1_22123_B05_s2_w45ED41E00-07C9-4B6B-8D11-23D5A2505ABD.tif;42;22123;s2;w4;temp/Week1_22123_B05_s2_w45ED41E00-07C9-4B6B-8D11-23D5A2505ABD.jpeg
SAMPLE;B05;Week1_22123_B05_s3_w1CE5DE66B-59C3-4271-8785-6B1E8C47C5DE.tif;43;22123;s3;w1;temp/Week1_22123_B05_s3_w1CE5DE66B-59C3-4271-8785-6B1E8C47C5DE.jpeg
SAMPLE;B05;Week1_22123_B05_s3_w26CBBF328-07EA-46A4-9B62-22201528B370.tif;44;22123;s3;w2;temp/Week1_22123_B05_s3_w26CBBF328-07EA-46A4-9B62-22201528B370.jpeg
SAMPLE;B05;Week1_22123_B05_s3_w4831559E9-E6F5-4DE7-A103-12B1A3E42286.tif;45;22123;s3;w4;temp/Week1_22123_B05_s3_w4831559E9-E6F5-4DE7-A103-12B1A3E42286.jpeg
SAMPLE;B05;Week1_22123_B05_s4_w184AAA935-05DE-4586-BD96-C6D226E8C765.tif;46;22123;s4;w1;temp/Week1_22123_B05_s4_w184AAA935-05DE-4586-BD96-C6D226E8C765.jpeg
SAMPLE;B05;Week1_22123_B05_s4_w26CC3891A-624E-4C93-9D83-2AF40EF47D4F.tif;47;22123;s4;w2;temp/Week1_22123_B05_s4_w26CC3891A-624E-4C93-9D83-2AF40EF47D4F.jpeg
SAMPLE;B05;Week1_22123_B05_s4_w4D17BA0E9-A12C-4CC1-B6C2-90C72E6D2B51.tif;48;22123;s4;w4;temp/Week1_22123_B05_s4_w4D17BA0E9-A12C-4CC1-B6C2-90C72E6D2B51.jpeg
SAMPLE;B06;Week1_22123_B06_s1_w1D5CB4DF8-B908-4AD5-976A-37F3F20D7F7D.tif;49;22123;s1;w1;temp/Week1_22123_B06_s1_w1D5CB4DF8-B908-4AD5-976A-37F3F20D7F7D.jpeg
SAMPLE;B06;Week1_22123_B06_s1_w27C9B250E-2C6C-4A95-BF9C-9007F7D077FC.tif;50;22123;s1;w2;temp/Week1_22123_B06_s1_w27C9B250E-2C6C-4A95-BF9C-9007F7D077FC.jpeg
SAMPLE;B06;Week1_22123_B06_s1_w4D8B5CA96-C786-4EF3-A03E-9390144F36F7.tif;51;22123;s1;w4;temp/Week1_22123_B06_s1_w4D8B5CA96-C786-4EF3-A03E-9390144F36F7.jpeg
SAMPLE;B06;Week1_22123_B06_s2_w1EF6FFE58-57E9-48E7-A5BD-F049F9FF2A63.tif;52;22123;s2;w1;temp/Week1_22123_B06_s2_w1EF6FFE58-57E9-48E7-A5BD-F049F9FF2A63.jpeg
SAMPLE;B06;Week1_22123_B06_s2_w216041400-9BA0-4CE3-90DF-B1506C7971A6.tif;53;22123;s2;w2;temp/Week1_22123_B06_s2_w216041400-9BA0-4CE3-90DF-B1506C7971A6.jpeg
SAMPLE;B06;Week1_22123_B06_s2_w4EFA70117-385D-47B2-80D8-0695922E6350.tif;54;22123;s2;w4;temp/Week1_22123_B06_s2_w4EFA70117-385D-47B2-80D8-0695922E6350.jpeg
SAMPLE;B06;Week1_22123_B06_s3_w13FDB7C1F-03F6-43CF-8F52-6635AE930DF7.tif;55;22123;s3;w1;temp/Week1_22123_B06_s3_w13FDB7C1F-03F6-43CF-8F52-6635AE930DF7.jpeg
SAMPLE;B06;Week1_22123_B06_s3_w2FD4DBFEC-C379-44F0-9F73-16467A1C39AC.tif;56;22123;s3;w2;temp/Week1_22123_B06_s3_w2FD4DBFEC-C379-44F0-9F73-16467A1C39AC.jpeg
SAMPLE;B06;Week1_22123_B06_s3_w48FB4A0F1-70A9-468C-917E-3DD9CA8431B8.tif;57;22123;s3;w4;temp/Week1_22123_B06_s3_w48FB4A0F1-70A9-468C-917E-3DD9CA8431B8.jpeg
SAMPLE;B06;Week1_22123_B06_s4_w17F35B845-6A1A-4537-9C03-E90E70EADD67.tif;58;22123;s4;w1;temp/Week1_22123_B06_s4_w17F35B845-6A1A-4537-9C03-E90E70EADD67.jpeg
SAMPLE;B06;Week1_22123_B06_s4_w25A1DDC24-71F0-4339-BD66-3B9AC3C9369C.tif;59;22123;s4;w2;temp/Week1_22123_B06_s4_w25A1DDC24-71F0-4339-BD66-3B9AC3C9369C.jpeg
SAMPLE;B06;Week1_22123_B06_s4_w41D9033CB-CBF6-40E0-BEF2-B4FA2188FC6D.tif;60;22123;s4;w4;temp/Week1_22123_B06_s4_w41D9033CB-CBF6-40E0-BEF2-B4FA2188FC6D.jpeg
SAMPLE;B07;Week1_22123_B07_s1_w1AA2DD849-2719-41FE-85C8-C7B49A84841B.tif;61;22123;s1;w1;temp/Week1_22123_B07_s1_w1AA2DD849-2719-41FE-85C8-C7B49A84841B.jpeg
SAMPLE;B07;Week1_22123_B07_s1_w2DA01A9EB-07DF-49AD-9CB9-F0E0E809E5A0.tif;62;22123;s1;w2;temp/Week1_22123_B07_s1_w2DA01A9EB-07DF-49AD-9CB9-F0E0E809E5A0.jpeg
SAMPLE;B07;Week1_22123_B07_s1_w41F077EC5-1D4B-4A2C-B74C-3D8D836B0B1B.tif;63;22123;s1;w4;temp/Week1_22123_B07_s1_w41F077EC5-1D4B-4A2C-B74C-3D8D836B0B1B.jpeg
SAMPLE;B07;Week1_22123_B07_s2_w1486C7FEB-D3ED-4105-BF4E-82A1F2CB9830.tif;64;22123;s2;w1;temp/Week1_22123_B07_s2_w1486C7FEB-D3ED-4105-BF4E-82A1F2CB9830.jpeg
SAMPLE;B07;Week1_22123_B07_s2_w267C3E21E-0A1A-4E85-A82F-ABD23AC41B10.tif;65;22123;s2;w2;temp/Week1_22123_B07_s2_w267C3E21E-0A1A-4E85-A82F-ABD23AC41B10.jpeg
SAMPLE;B07;Week1_22123_B07_s2_w4F9989AE7-8BBF-40F2-8941-B7E09C7B69A9.tif;66;22123;s2;w4;temp/Week1_22123_B07_s2_w4F9989AE7-8BBF-40F2-8941-B7E09C7B69A9.jpeg
SAMPLE;B07;Week1_22123_B07_s3_w1ADD8AD94-C52F-4AAA-B2A8-03B7AF2CD372.tif;67;22123;s3;w1;temp/Week1_22123_B07_s3_w1ADD8AD94-C52F-4AAA-B2A8-03B7AF2CD372.jpeg
SAMPLE;B07;Week1_22123_B07_s3_w266892EEC-DCE0-45F2-BA74-8DD6442CD55E.tif;68;22123;s3;w2;temp/Week1_22123_B07_s3_w266892EEC-DCE0-45F2-BA74-8DD6442CD55E.jpeg
SAMPLE;B07;Week1_22123_B07_s3_w497A08BBA-5024-4344-8C49-F36F69C77729.tif;69;22123;s3;w4;temp/Week1_22123_B07_s3_w497A08BBA-5024-4344-8C49-F36F69C77729.jpeg
SAMPLE;B07;Week1_22123_B07_s4_w18DDBFE26-A7B3-42A6-8688-B0A950DF53E2.tif;70;22123;s4;w1;temp/Week1_22123_B07_s4_w18DDBFE26-A7B3-42A6-8688-B0A950DF53E2.jpeg
SAMPLE;B07;Week1_22123_B07_s4_w2EA08A0D1-EC31-4AA6-BF5E-F068DA6D7896.tif;71;22123;s4;w2;temp/Week1_22123_B07_s4_w2EA08A0D1-EC31-4AA6-BF5E-F068DA6D7896.jpeg
SAMPLE;B07;Week1_22123_B07_s4_w479B3C56B-49CA-4889-B773-E03D88BE3EB9.tif;72;22123;s4;w4;temp/Week1_22123_B07_s4_w479B3C56B-49CA-4889-B773-E03D88BE3EB9.jpeg
SAMPLE;B08;Week1_22123_B08_s1_w1644ACA22-0360-400C-808C-98FDEBFDABD3.tif;73;22123;s1;w1;temp/Week1_22123_B08_s1_w1644ACA22-0360-400C-808C-98FDEBFDABD3.jpeg
SAMPLE;B08;Week1_22123_B08_s1_w205BAFB6B-6AC3-48F8-AF6A-42FDFCC5FDA4.tif;74;22123;s1;w2;temp/Week1_22123_B08_s1_w205BAFB6B-6AC3-48F8-AF6A-42FDFCC5FDA4.jpeg
SAMPLE;B08;Week1_22123_B08_s1_w4B7E3D851-206B-482E-8DE6-0AD713571A6E.tif;75;22123;s1;w4;temp/Week1_22123_B08_s1_w4B7E3D851-206B-482E-8DE6-0AD713571A6E.jpeg
SAMPLE;B08;Week1_22123_B08_s2_w160178537-262A-4A14-BCB4-F6731A9CFEC6.tif;76;22123;s2;w1;temp/Week1_22123_B08_s2_w160178537-262A-4A14-BCB4-F6731A9CFEC6.jpeg
SAMPLE;B08;Week1_22123_B08_s2_w2C4B93F0A-715F-429C-9077-BDA7FA81E439.tif;77;22123;s2;w2;temp/Week1_22123_B08_s2_w2C4B93F0A-715F-429C-9077-BDA7FA81E439.jpeg
SAMPLE;B08;Week1_22123_B08_s2_w4724DA7A5-3452-4AA3-9A9F-B0B27542D209.tif;78;22123;s2;w4;temp/Week1_22123_B08_s2_w4724DA7A5-3452-4AA3-9A9F-B0B27542D209.jpeg
SAMPLE;B08;Week1_22123_B08_s3_w1E1174621-33AA-42EF-B542-15C80A8D4400.tif;79;22123;s3;w1;temp/Week1_22123_B08_s3_w1E1174621-33AA-42EF-B542-15C80A8D4400.jpeg
SAMPLE;B08;Week1_22123_B08_s3_w2BEF47B34-3E1E-4D23-884F-2F90AAE151BC.tif;80;22123;s3;w2;temp/Week1_22123_B08_s3_w2BEF47B34-3E1E-4D23-884F-2F90AAE151BC.jpeg
SAMPLE;B08;Week1_22123_B08_s3_w4986E26D2-53E1-4C38-851C-422DEDB00408.tif;81;22123;s3;w4;temp/Week1_22123_B08_s3_w4986E26D2-53E1-4C38-851C-422DEDB00408.jpeg
SAMPLE;B08;Week1_22123_B08_s4_w1A2B8893B-9B82-4DB5-A228-5F836ACC371D.tif;82;22123;s4;w1;temp/Week1_22123_B08_s4_w1A2B8893B-9B82-4DB5-A228-5F836ACC371D.jpeg
SAMPLE;B08;Week1_22123_B08_s4_w23D9D5334-78B4-489C-BBEF-DB6C590A836E.tif;83;22123;s4;w2;temp/Week1_22123_B08_s4_w23D9D5334-78B4-489C-BBEF-DB6C590A836E.jpeg
SAMPLE;B08;Week1_22123_B08_s4_w4401B1A7B-5F93-4931-A3EC-C63194E39A53.tif;84;22123;s4;w4;temp/Week1_22123_B08_s4_w4401B1A7B-5F93-4931-A3EC-C63194E39A53.jpeg
SAMPLE;B09;Week1_22123_B09_s1_w1B972836D-054B-4581-A177-4B2EB408C339.tif;85;22123;s1;w1;temp/Week1_22123_B09_s1_w1B972836D-054B-4581-A177-4B2EB408C339.jpeg
SAMPLE;B09;Week1_22123_B09_s1_w262218224-BF35-49AD-8FE7-B1302AF713DC.tif;86;22123;s1;w2;temp/Week1_22123_B09_s1_w262218224-BF35-49AD-8FE7-B1302AF713DC.jpeg
SAMPLE;B09;Week1_22123_B09_s1_w4B487C33F-62BC-4732-BBA0-CA3EF5934FF5.tif;87;22123;s1;w4;temp/Week1_22123_B09_s1_w4B487C33F-62BC-4732-BBA0-CA3EF5934FF5.jpeg
SAMPLE;B09;Week1_22123_B09_s2_w1812CDDA3-7BC5-4A33-8F77-52F05EB10CC8.tif;88;22123;s2;w1;temp/Week1_22123_B09_s2_w1812CDDA3-7BC5-4A33-8F77-52F05EB10CC8.jpeg
SAMPLE;B09;Week1_22123_B09_s2_w2262CE7F7-0121-45AB-A389-4ADBF4C90FB1.tif;89;22123;s2;w2;temp/Week1_22123_B09_s2_w2262CE7F7-0121-45AB-A389-4ADBF4C90FB1.jpeg
SAMPLE;B09;Week1_22123_B09_s2_w41B16B31A-7376-4B73-BD60-45926B6F4F4A.tif;90;22123;s2;w4;temp/Week1_22123_B09_s2_w41B16B31A-7376-4B73-BD60-45926B6F4F4A.jpeg
SAMPLE;B09;Week1_22123_B09_s3_w17D3FD276-03CC-4737-A07D-FF1A63F6E7D6.tif;91;22123;s3;w1;temp/Week1_22123_B09_s3_w17D3FD276-03CC-4737-A07D-FF1A63F6E7D6.jpeg
SAMPLE;B09;Week1_22123_B09_s3_w28096943B-2C7B-46DB-9CE2-2034528BAECD.tif;92;22123;s3;w2;temp/Week1_22123_B09_s3_w28096943B-2C7B-46DB-9CE2-2034528BAECD.jpeg
SAMPLE;B09;Week1_22123_B09_s3_w416AC6F59-E897-4FB9-BC67-9A751D6E9886.tif;93;22123;s3;w4;temp/Week1_22123_B09_s3_w416AC6F59-E897-4FB9-BC67-9A751D6E9886.jpeg
SAMPLE;B09;Week1_22123_B09_s4_w18E3B08F2-5729-4C92-A28A-F9BE933E4AF5.tif;94;22123;s4;w1;temp/Week1_22123_B09_s4_w18E3B08F2-5729-4C92-A28A-F9BE933E4AF5.jpeg
SAMPLE;B09;Week1_22123_B09_s4_w266E38BB6-9825-4E7A-B394-F78B86C9E507.tif;95;22123;s4;w2;temp/Week1_22123_B09_s4_w266E38BB6-9825-4E7A-B394-F78B86C9E507.jpeg
SAMPLE;B09;Week1_22123_B09_s4_w40E46F39B-14D9-43A3-832C-59D9F800CC2A.tif;96;22123;s4;w4;temp/Week1_22123_B09_s4_w40E46F39B-14D9-43A3-832C-59D9F800CC2A.jpeg
SAMPLE;B10;Week1_22123_B10_s1_w1258CECBC-20F3-4929-986F-107B6E6D7580.tif;97;22123;s1;w1;temp/Week1_22123_B10_s1_w1258CECBC-20F3-4929-986F-107B6E6D7580.jpeg
SAMPLE;B10;Week1_22123_B10_s1_w28199D9D5-BD34-487F-AFCB-CFF1F2B7D415.tif;98;22123;s1;w2;temp/Week1_22123_B10_s1_w28199D9D5-BD34-487F-AFCB-CFF1F2B7D415.jpeg
SAMPLE;B10;Week1_22123_B10_s1_w40CBB8757-C983-4013-AA0A-95F5C4FCD474.tif;99;22123;s1;w4;temp/Week1_22123_B10_s1_w40CBB8757-C983-4013-AA0A-95F5C4FCD474.jpeg
SAMPLE;B10;Week1_22123_B10_s2_w11107A6F1-5497-411F-9C74-8169042E2268.tif;100;22123;s2;w1;temp/Week1_22123_B10_s2_w11107A6F1-5497-411F-9C74-8169042E2268.jpeg
SAMPLE;B10;Week1_22123_B10_s2_w24E727B79-F011-484E-80BB-29BF66452BAF.tif;101;22123;s2;w2;temp/Week1_22123_B10_s2_w24E727B79-F011-484E-80BB-29BF66452BAF.jpeg
SAMPLE;B10;Week1_22123_B10_s2_w440669A68-2FE5-4320-ACAC-DFAABAF68297.tif;102;22123;s2;w4;temp/Week1_22123_B10_s2_w440669A68-2FE5-4320-ACAC-DFAABAF68297.jpeg
SAMPLE;B10;Week1_22123_B10_s3_w10F78A46F-2398-4E80-8BF9-4A999B6D00F6.tif;103;22123;s3;w1;temp/Week1_22123_B10_s3_w10F78A46F-2398-4E80-8BF9-4A999B6D00F6.jpeg
SAMPLE;B10;Week1_22123_B10_s3_w28CEF49FA-270C-4A98-BD7D-6B34FE65F5BF.tif;104;22123;s3;w2;temp/Week1_22123_B10_s3_w28CEF49FA-270C-4A98-BD7D-6B34FE65F5BF.jpeg
SAMPLE;B10;Week1_22123_B10_s3_w4B20D40F9-7AA2-44D6-8E03-9A00059DA060.tif;105;22123;s3;w4;temp/Week1_22123_B10_s3_w4B20D40F9-7AA2-44D6-8E03-9A00059DA060.jpeg
SAMPLE;B10;Week1_22123_B10_s4_w1FAF5AF43-4910-4377-95A2-F5C0FA01A5F7.tif;106;22123;s4;w1;temp/Week1_22123_B10_s4_w1FAF5AF43-4910-4377-95A2-F5C0FA01A5F7.jpeg
SAMPLE;B10;Week1_22123_B10_s4_w2FFF9A40A-1458-492F-8063-2CF853830F2A.tif;107;22123;s4;w2;temp/Week1_22123_B10_s4_w2FFF9A40A-1458-492F-8063-2CF853830F2A.jpeg
SAMPLE;B10;Week1_22123_B10_s4_w4E9F8C349-2B9C-440B-8F21-60333D10D6C3.tif;108;22123;s4;w4;temp/Week1_22123_B10_s4_w4E9F8C349-2B9C-440B-8F21-60333D10D6C3.jpeg
POSITIVE;B11;Week1_22123_B11_s1_w1AF4E7ECE-5E16-4738-AB19-DE26D79D3A20.tif;109;22123;s1;w1;temp/Week1_22123_B11_s1_w1AF4E7ECE-5E16-4738-AB19-DE26D79D3A20.jpeg
POSITIVE;B11;Week1_22123_B11_s1_w22DD1576D-3CA3-445F-9639-CBB728301F5E.tif;110;22123;s1;w2;temp/Week1_22123_B11_s1_w22DD1576D-3CA3-445F-9639-CBB728301F5E.jpeg
POSITIVE;B11;Week1_22123_B11_s1_w4DE21EDFB-2D22-47B4-9BFD-C7FD61C7335B.tif;111;22123;s1;w4;temp/Week1_22123_B11_s1_w4DE21EDFB-2D22-47B4-9BFD-C7FD61C7335B.jpeg
POSITIVE;B11;Week1_22123_B11_s2_w10D63B690-EF01-47D0-A38A-F726A1EE6CC6.tif;112;22123;s2;w1;temp/Week1_22123_B11_s2_w10D63B690-EF01-47D0-A38A-F726A1EE6CC6.jpeg
POSITIVE;B11;Week1_22123_B11_s2_w234171158-BF1F-4E0E-9D07-A5F9FC786E09.tif;113;22123;s2;w2;temp/Week1_22123_B11_s2_w234171158-BF1F-4E0E-9D07-A5F9FC786E09.jpeg
POSITIVE;B11;Week1_22123_B11_s2_w411C2F79B-92CE-4F30-8CE6-B2B98767A759.tif;114;22123;s2;w4;temp/Week1_22123_B11_s2_w411C2F79B-92CE-4F30-8CE6-B2B98767A759.jpeg
POSITIVE;B11;Week1_22123_B11_s3_w1434100C3-775A-4481-AF99-91487638BE08.tif;115;22123;s3;w1;temp/Week1_22123_B11_s3_w1434100C3-775A-4481-AF99-91487638BE08.jpeg
POSITIVE;B11;Week1_22123_B11_s3_w20D1294C8-ECA9-458C-BD74-16AC75A52D0F.tif;116;22123;s3;w2;temp/Week1_22123_B11_s3_w20D1294C8-ECA9-458C-BD74-16AC75A52D0F.jpeg
POSITIVE;B11;Week1_22123_B11_s3_w4F1517468-37FE-4A88-BF25-D12B657C826B.tif;117;22123;s3;w4;temp/Week1_22123_B11_s3_w4F1517468-37FE-4A88-BF25-D12B657C826B.jpeg
POSITIVE;B11;Week1_22123_B11_s4_w1F3E7B8DB-3C22-473E-B5BF-26661253F95C.tif;118;22123;s4;w1;temp/Week1_22123_B11_s4_w1F3E7B8DB-3C22-473E-B5BF-26661253F95C.jpeg
